interval	n_switch_errors_grch38	n_switch_errors_chm13	n_checked_grch38	n_checked_chm13	switch_error_rate_grch38	switch_error_rate_chm13	n_gt_checked_grch38	n_gt_checked_chm13	genotype_error_rate_grch38	genotype_error_rate_chm13	abs_diff_GER	rel_drop_GER	abs_diff_SER	rel_drop_SER	decipher
9q21.13	2221	1746	200672	188185	1.1067812151172063	0.927810399341074	1366556	1274293	0.9100249093341216	0.6603661795207225	0.2496587298133991	27.434274298719796	0.17897081577613227	16.170387907891946	False
15q23	2058	1647	183598	175138	1.120927243216157	0.9404012835592505	1301784	1239599	0.9419381402751916	0.7337856839187511	0.20815245635644053	22.098314895246496	0.18052595965690654	16.105055948050882	False
3p25.2	720	546	71409	64500	1.0082762676973491	0.8465116279069768	466764	424032	0.8807448732121587	0.6339144215530903	0.24683045165906836	28.02519312532069	0.16176463979037237	16.04368217054264	False
9p23	2713	2150	279630	263921	0.970210635482602	0.8146377135582238	1916426	1795081	0.6105636220756763	0.51540849688677	0.09515512518890623	15.584800952506184	0.15557292192437822	16.034963567163242	False
2q22.1	2178	1716	244992	229884	0.8890086206896552	0.7464634337317951	1676074	1570650	0.718106718438446	0.5538471333524337	0.16425958508601224	22.873979711985115	0.14254518695786011	16.034173757199298	False
12q21.31	2185	1597	253527	220571	0.8618411451245823	0.7240299042031818	1640624	1421879	0.7881147660890002	0.6391542458957478	0.14896052019325245	18.900866549229278	0.1378112409214005	15.990329737794006	False
3q26.1	2127	1661	298065	276708	0.7136027376578934	0.6002717666276364	1803131	1661375	0.7559628224460675	0.636701527349334	0.11926129509673344	15.7760793990953	0.11333097103025702	15.881521335276705	False
4q21.22	794	522	75373	58899	1.0534276199700159	0.8862629246676514	477578	373179	0.9535615124649794	0.7248532205724331	0.22870829189254638	23.984639575199495	0.16716469530236444	15.86864556552281	False
17p11.2	3309	2071	210321	156427	1.5733093699630565	1.3239402404955667	1490129	1131599	2.5568256171110018	2.293745399209437	0.2630802179015648	10.289329711848838	0.2493691294674898	15.849974215391939	True
8q13.2	1139	822	102287	87722	1.1135334891041873	0.9370511388249242	660151	555602	0.9553874795311982	0.8718471135813046	0.08354036594989356	8.74413447315494	0.17648235027926307	15.848858791057928	False
9p24.2	1312	1030	138592	129294	0.9466635880858923	0.7966340278744566	880166	820428	0.5709150319371573	0.4791401561136383	0.09177487582351901	16.07504982170814	0.15002956021143576	15.848244518920207	False
3p14.3	1603	1249	172932	160115	0.9269539472162469	0.7800643287637011	1147779	1052463	0.9584597731793315	0.7663927377969582	0.19206703538237335	20.03913369731344	0.14688961845254578	15.846485026971703	False
1p22.1	903	623	96853	79398	0.9323407638379813	0.7846545253029044	667404	542967	1.1075750220256397	0.8801639878666658	0.2274110341589739	20.532336829252685	0.1476862385350769	15.840371274460463	False
17q24.2	1410	1039	131174	114820	1.0749081372833031	0.9048946176624282	857433	737807	1.272519252233119	1.0161193916566256	0.25639986057649344	20.14899657718674	0.17001351962087496	15.816562711169258	False
Xp21.2	524	410	42719	39688	1.2266204733256865	1.0330578512396695	454233	414063	1.1311375439477098	0.8578404735511262	0.2732970703965836	24.161258890122873	0.19356262208601693	15.780155826130837	False
Xq26.1	437	325	20044	17692	2.180203552185193	1.8369884693646845	273468	240630	1.2754691590972251	1.0056933881893362	0.26977577090788896	21.151101066123445	0.3432150828205083	15.74234123582212	False
9q21.32	1215	925	104801	94655	1.1593400826327993	0.9772331097142253	688036	616911	0.9516943880843445	0.7644538677378099	0.1872405203465346	19.674437791256604	0.18210697291857403	15.707813060773235	False
Xp21.1	1470	1167	112022	105457	1.3122422381317955	1.1066121736821644	1250067	1158534	0.8221159345859063	0.6871615334552116	0.13495440113069468	16.415495120973446	0.20563006444963117	15.670129986242575	False
6p11.2	356	156	41935	21787	0.8489328723023727	0.7160233166567218	278250	146588	1.6672057502246183	1.8084699975441372	-0.14126424731951892	-8.473114209238219	0.13290955564565088	15.656073640450474	False
8p23.2	3229	2436	370363	331262	0.8718473497622602	0.735369586611202	2342341	2085674	0.7391323466566141	0.5724288647219076	0.16670348193470652	22.553942157824892	0.1364777631510582	15.653859954758554	False
10q25.2	1157	919	113835	107189	1.0163833618834277	0.8573640951963354	810859	759480	0.8821509041645957	0.6312213619845157	0.25092954218008	28.445194693498888	0.15901926668709232	15.645599155855795	False
13q34	2216	1694	227398	205991	0.9745028540268603	0.8223660257001519	1482982	1325007	0.8486279671634585	0.582110132248358	0.2665178349151005	31.405733163135917	0.15213682832670838	15.611737584763919	False
10p12.31	1652	1276	173421	158631	0.9525951297709043	0.8043824977463421	1179569	1068821	0.8637053025299919	0.6137603958006065	0.2499449067293854	28.938679199634322	0.14821263202456225	15.558827396084506	False
18q12.1	2863	2269	292139	274186	0.980012939046139	0.8275404287600387	1947647	1822520	0.8349562318017587	0.5886903847420055	0.24626584705975318	29.494461826859375	0.1524725102861002	15.558214000164527	False
8p11.23	983	705	52458	44554	1.8738800564260933	1.5823495084616421	406383	338739	1.401141287898362	1.1347969970980607	0.2663442908003013	19.00909587781855	0.2915305479644512	15.557588489439656	False
17q22	3130	2408	284685	259352	1.0994608075592323	0.9284678737777229	1855556	1684099	0.9427901933436662	0.7911055110180577	0.1516846823256085	16.08891176388344	0.17099293378150937	15.55243557622652	False
18q21.31	969	770	102115	96086	0.9489301277970916	0.8013654434569032	663623	623970	0.9417997869272162	0.6330432552847093	0.30875653164250694	32.78366972771126	0.14756468434018843	15.550637504023058	False
19p13.12	1445	1093	129308	115803	1.117486930429672	0.9438442872809858	773491	690637	1.6247118583150935	1.4281018827546166	0.19660997556047688	12.101221182959243	0.17364264314868616	15.538673287384297	False
Xq25	1780	1357	139902	126138	1.272319194864977	1.0758058634194296	1516242	1350219	0.9668641285494004	0.8075726974661147	0.1592914310832857	16.475058529917007	0.1965133314455474	15.445285447132006	False
21q21.1	3285	2574	376320	348719	0.8729272959183674	0.7381301276959386	2410575	2233568	0.7597772315733797	0.580327082049886	0.1794501495234937	23.618784831427565	0.13479716822242882	15.4419696637639	False
17q21.33	1312	1000	107164	96589	1.2242917397633535	1.0353145803352348	695721	621224	1.1664158477320652	1.0146098669722998	0.15180598075976537	13.014739216286475	0.18897715942811866	15.43563133609368	False
21q21.2	1111	910	159221	154180	0.6977722787823214	0.5902192242833052	972865	938993	0.8334147081044133	0.6535724973455606	0.17984221075885276	21.57895811173055	0.1075530544990162	15.413775778926963	False
10q11.23	1057	721	103394	83365	1.0223030349923592	0.8648713488874228	675892	549826	0.8733643836589278	0.5298039743482484	0.3435604093106793	39.337579564596595	0.1574316861049364	15.39970837571788	False
2p21	2647	2117	288459	272648	0.9176347418523949	0.7764590240896687	1899687	1773674	0.8413491275141642	0.5941339840353976	0.2472151434787666	29.383181772492506	0.1411757177627262	15.384739845152339	True
18q21.32	1042	832	125356	118235	0.8312326494144676	0.7036833424958768	818900	767404	0.8080351691293197	0.5728403813376005	0.2351947877917192	29.106998900202342	0.1275493069185908	15.344597810064176	False
6q25.1	1491	1176	178218	166029	0.8366158300508366	0.7083099940371863	1115401	1027437	0.9314139040578231	0.7365901753586838	0.19482372869913933	20.91698737267771	0.1283058360136503	15.336290732850921	False
12q24.33	2769	1905	251057	203916	1.102936783280291	0.9342082033778615	1595117	1285955	2.5605018315270915	2.2909821883347394	0.2695196431923521	10.526047662758742	0.1687285799024295	15.298118845996477	False
9q32	1237	997	110674	105291	1.117697020076983	0.946899545070329	765518	720295	1.0523593174817574	0.7270632171540826	0.32529610032767475	30.91112464382335	0.17079747500665388	15.28119624000518	False
10q23.31	1205	958	131197	123102	0.9184661234631889	0.7782164384006759	896077	837394	0.7268348590578712	0.5761923300143063	0.1506425290435649	20.725826116654456	0.140249685062513	15.269989984353959	False
15q26.2	2322	1877	196144	186693	1.1838241292111917	1.0053938819345127	1247609	1186579	0.8412090646989562	0.652211104359676	0.18899796033928018	22.467418418382945	0.178430247276679	15.072361077449148	False
Xq27.3	1347	1061	110237	102218	1.2219127879024283	1.0379776555988183	1169454	1074255	0.8413327929101957	0.7136108279691508	0.12772196494104493	15.18090891230458	0.18393513230361003	15.053049131219797	False
3q13.12	698	552	62508	58190	1.1166570678953094	0.9486166007905139	423133	397004	0.653695173857865	0.5007506221599782	0.1529445516978868	23.39692226810627	0.16804046710479548	15.048529395109679	False
9q22.33	1126	868	115535	104809	0.9745964426364306	0.8281731530689158	821866	729903	0.8187466083278783	0.6435101650493285	0.1752364432785498	21.403013031887152	0.14642328956751482	15.023991794123292	False
18q12.3	2462	1973	237655	224074	1.0359554816856367	0.8805126877727893	1612830	1520495	0.7026158987618037	0.5176603671830555	0.18495553157874822	26.32384662867565	0.15544279391284732	15.00477546196496	False
3p13	1911	1529	182052	171326	1.0497000856898029	0.8924506496387005	1213202	1133778	0.8179182032340863	0.6260484856823822	0.191869717551704	23.458301428314265	0.15724943605110242	14.980415662990742	False
13q21.2	963	714	118712	103495	0.8112069546465395	0.6898884004058167	759635	660738	0.6700586465868477	0.5336457113106859	0.13641293527616172	20.35835758123912	0.1213185542407228	14.955314860877145	False
16q23.1	2715	2177	300228	282852	0.9043127223310286	0.7696604584729824	1991668	1854835	0.9235474988803356	0.6948326940132141	0.22871480486712148	24.764812329025233	0.13465226385804618	14.890011003157822	False
6p12.3	2009	1583	223391	206788	0.8993200263215617	0.7655183086059152	1512521	1397441	0.7726834867086143	0.588647391911358	0.18403609479725636	23.81778541446402	0.13380171771564653	14.87809831867396	False
19q13.12	1367	1047	103805	93363	1.3168922498916238	1.121429259985219	733594	658128	1.4822912946398143	1.3395570466535385	0.14273424798627588	9.629298134747478	0.19546298990640487	14.842747379103404	False
18p11.21	1936	1248	213862	161775	0.9052566608373623	0.7714418173388966	1419993	1067394	0.9419764745319167	0.7356233967963095	0.20635307773560718	21.906393982731608	0.13381484349846573	14.781978336915746	False
19q13.33	2120	1604	167896	148986	1.2626864249297183	1.076611225215792	1133066	990625	1.4397219579441976	1.1704731861198738	0.2692487718243237	18.70144234021327	0.18607519971392628	14.736453646778003	False
18p11.22	1229	961	128360	117704	0.957463384231848	0.8164548358594439	794906	726552	0.7546804276228888	0.569814686354177	0.1848657412687118	24.49589713768071	0.14100854837240406	14.727304531392827	False
13q22.2	785	591	77322	68262	1.015234991334937	0.8657818405555067	501435	440573	0.801100840587514	0.6439341493918147	0.15716669119569926	19.618839880437	0.14945315077943033	14.721040158684218	False
3q23	1540	1219	151992	141030	1.0132112216432443	0.8643551017514004	1054832	970330	0.7638183141960047	0.5990745416507787	0.16474377254522599	21.568450177662378	0.14885611989184389	14.691519074416327	False
Xq21.1	1723	1314	139503	124621	1.2350988867622918	1.0543969314962967	1626651	1440270	0.7761960002483631	0.728266227860054	0.04792977238830909	6.174957404183068	0.1807019552659952	14.630565795398798	False
17q24.3	1802	1421	165747	153080	1.0871991649924282	0.9282727985367127	1072191	985418	1.084788064813079	0.8462398697811487	0.23854819503193025	21.990304168126585	0.15892636645571545	14.617962519941996	False
3q26.32	1343	1055	134883	124053	0.9956777355189312	0.8504429558333937	894787	814438	0.8553991061559901	0.6399504934691161	0.21544861268687399	25.186911131467195	0.14523477968553755	14.586524786540844	False
19q13.2	2371	1784	178593	157291	1.3275996259651834	1.134203482716748	1277861	1106343	1.8310285704000668	1.2434660860149158	0.587562484385151	32.08920351563781	0.19339614324843546	14.5673544543095	False
2q21.3	709	565	55928	52163	1.2677013302817908	1.0831432241243795	404717	369068	1.0854498328461617	0.9651337964819491	0.12031603636421262	11.084440084046221	0.1845581061574113	14.558484853556697	False
14q23.1	1423	1100	139976	126595	1.016602846202206	0.8689126742762352	925619	826775	0.9897160710832427	0.7333313174684769	0.25638475361476576	25.904879298782436	0.1476901719259709	14.527814128959736	False
3p22.2	984	784	92591	86288	1.0627382790984006	0.9085852030409791	677488	627770	0.8454762298372812	0.6381317998630072	0.20734442997427405	24.523981001119232	0.15415307605742146	14.505271814260878	False
5q21.3	1942	1436	199563	172581	0.9731262809238186	0.8320730555507269	1431610	1242534	0.678397049475765	0.4892421454865621	0.18915490398920287	27.882624804363953	0.14105322537309173	14.494853148882747	False
3q13.11	1170	949	175025	166008	0.6684759320097129	0.5716591971471254	1024322	970044	0.7097377582439897	0.5280172858138393	0.18172047243015033	25.603889650701028	0.09681673486258746	14.483204290020835	False
Xp22.12	632	486	30587	27493	2.0662372903521105	1.7677226930491396	411021	365157	1.208454069256802	0.8998868979644372	0.3085671712923648	25.534042140478974	0.2985145973029708	14.447256309661338	False
11q13.1	1208	771	72066	53760	1.676241223323065	1.4341517857142856	572915	429865	1.4798006685110356	1.197585288404499	0.2822153801065366	19.071175335425384	0.24208943760877943	14.442398518803223	False
18p11.31	2231	1791	222436	208647	1.002985128306569	0.858387611611957	1373579	1279939	0.7224921173081417	0.5256500505102196	0.19684206679792204	27.244873969188134	0.14459751669461196	14.416715922672662	False
2q22.3	1018	1209	80373	111475	1.2665945031291603	1.0845481049562682	633231	849259	0.8235541216396544	0.626075202029063	0.19747891961059139	23.97886361341024	0.18204639817289214	14.372902908005758	False
2p23.1	756	609	85575	80402	0.8834355828220859	0.7574438446804806	570840	530795	0.653423025716488	0.5555817217569872	0.09784130395950086	14.973654142692084	0.12599173814160525	14.261564803528925	False
16p13.3	5186	4141	438277	407877	1.1832699411559355	1.015257050532391	3037681	2802124	0.9686994783191519	0.6966857997718874	0.27201367854726455	28.080295760998208	0.16801289062354452	14.19903310139129	True
14q21.1	1936	1461	255189	224423	0.7586533902323376	0.6510027938312918	1630083	1424839	0.674444184743967	0.5353587317584654	0.13908545298550157	20.622233259865872	0.1076505964010458	14.18969423811285	False
8p12	3885	2833	282822	240313	1.3736555147760783	1.178879211694748	1996869	1697695	1.1668266671474192	0.9982947467006736	0.1685319204467456	14.443612336934441	0.19477630308133032	14.179414051497552	False
6q15	2030	1620	200102	186019	1.0144826138669278	0.8708787811997699	1357595	1249507	0.8156335284086933	0.5703049282637072	0.24532860014498614	30.07828780943127	0.14360383266715793	14.155376415942678	False
11q25	1944	1500	192049	172612	1.012241667491109	0.8690009964544758	1262258	1121930	0.6760899911111675	0.4889788132949471	0.18711117781622044	27.675484074050473	0.14324067103663318	14.15083725921521	False
2p13.3	1226	971	140434	129519	0.8730079610350769	0.7496969556590153	871108	794186	1.2500172194492531	1.0070688730347803	0.24294834641447283	19.435599976895823	0.12331100537606166	14.124843172089596	False
6p21.2	1603	1300	166861	157572	0.9606798472980506	0.8250196735460615	1100962	1029637	0.8645166681502177	0.6370206198883684	0.22749604826184922	26.31482499332445	0.13566017375198902	14.12126778068037	False
1q31.1	1391	1352	175512	198618	0.7925384019326314	0.6807036623065382	1090400	1227433	0.9427732942039619	0.7261496146836528	0.21662367952030914	22.977282115656138	0.11183473962609314	14.11095529924864	False
3q28	1882	1457	219331	197525	0.8580638395849195	0.7376281483356537	1376445	1244169	0.8252418367606407	0.5914791318542738	0.23376270490636686	28.326569799704558	0.12043569124926579	14.035749520399953	False
18q22.3	2013	1646	222149	211227	0.9061485759557774	0.7792564397543875	1395410	1325738	0.6929146272421726	0.5079435001485966	0.184971127093576	26.694648925188424	0.12689213620138984	14.003458104819943	False
12q24.13	1024	743	62021	52329	1.6510536753680205	1.4198627911865314	471748	393256	1.3799740539440548	1.0674980165591879	0.31247603738486696	22.643616848576997	0.23119088418148914	14.002626784980599	False
15q21.3	2673	2166	297337	280042	0.8989799453145757	0.7734554102598896	1965256	1843711	0.7274370361927402	0.5902768926366443	0.13716014355609596	18.855259868807984	0.12552453505468608	13.96299613900307	False
19q13.13	213	169	17595	16203	1.2105711849957372	1.0430167252977844	101904	93470	1.8409483435390173	1.5502300203273778	0.2907183232116395	15.791769727376813	0.1675544596979528	13.840942339837936	False
13q21.31	1168	904	158710	142452	0.7359334635498709	0.6345997248195884	991906	887532	0.7369649946668334	0.596034847194242	0.14093014747259136	19.123044987544212	0.10133373873028251	13.769415816680763	False
3q26.33	1455	1166	123053	114349	1.1824173323689793	1.0196853492378595	869726	802003	0.9459300975249676	0.7558575217299686	0.19007257579499903	20.093723235186744	0.1627319831311198	13.762652041397716	False
8q22.2	1222	851	69481	56076	1.75875419179344	1.5175832798345104	546789	435850	1.2547801802889231	1.0792703911896295	0.1755097890992936	13.987293699433556	0.2411709119589296	13.712599127510948	False
12q13.11	1029	726	114134	93301	0.9015718366131039	0.7781267081810485	717403	587272	0.8751008847189098	0.6983135582830443	0.17678732643586548	20.201936659297417	0.12344512843205546	13.692212136505555	False
3q26.31	1970	1587	218831	204227	0.9002380832697379	0.7770764884173004	1392095	1289530	0.8342103089228824	0.617124068459051	0.2170862404638314	26.02296305162296	0.1231615948524375	13.68100251936738	False
14q32.13	778	635	90916	85965	0.8557349641427252	0.7386727156400861	528202	494198	0.8258204247617388	0.7183355659067823	0.10748485885495651	13.015524396356204	0.11706224850263913	13.679731857154165	False
12p11.21	1274	1150	150977	157876	0.8438371407565392	0.7284197724796676	894166	994037	1.0430949063149348	0.9124408849972385	0.13065402131769632	12.525612053774982	0.11541736827687155	13.67768289665403	False
2p23.3	1535	1221	120544	111009	1.2733939474382798	1.0999108180417805	887965	802489	1.3453232954001566	0.9701067553573942	0.3752165400427624	27.890436546046505	0.17348312939649935	13.623681009753497	False
3q21.3	1130	912	132382	123664	0.8535903672704749	0.7374822098589727	902942	836532	0.838259821782573	0.6230484906733992	0.2152113311091738	25.673583000974975	0.11610815741150216	13.602327517211933	False
11q22.1	1787	1321	238326	203886	0.7498132809680857	0.6479110875685432	1559040	1332551	0.7219186165845649	0.6057554269967904	0.1161631895877745	16.09089818702123	0.10190219339954254	13.590342554079115	False
21q22.3	2574	2298	251324	259655	1.0241759640941575	0.8850205079817449	1644031	1690253	1.052169940834449	0.8622969460784865	0.18987299475596242	18.045848620744575	0.13915545611241253	13.58706521056564	False
6p25.3	1304	1012	96464	86632	1.3517996350970312	1.168159571520916	613957	546341	0.8850782709538291	0.7156702498988727	0.16940802105495634	19.14045645617185	0.18364006357611506	13.584858200004879	False
11q22.3	2843	2102	303565	259673	0.9365374796172153	0.8094796147462385	2046393	1740653	0.7661285002440881	0.5618006575693145	0.20432784267477355	26.67017903780826	0.1270578648709768	13.566767762771049	False
14q13.3	440	339	53419	47593	0.8236769688687546	0.7122896224234656	338394	302945	0.68943302777236	0.5459736915941837	0.1434593361781763	20.808306303762446	0.11138734644528903	13.523183317638399	False
11p13	2178	1599	216379	183640	1.006567180733805	0.8707253321716402	1421762	1202425	0.9798405077643093	0.7595484125829054	0.2202920951814039	22.482444176965277	0.13584184856216486	13.495557093678912	True
10q22.3	1869	1415	179324	156908	1.0422475519172	0.901802330027787	1223631	1075797	1.3732080995005846	0.9134622981845089	0.4597458013160758	33.479689020424395	0.1404452218894131	13.47522684328364	False
14q32.12	1209	946	129679	117234	0.9323020689548809	0.8069331422624835	832900	744522	0.9678232680994117	0.7250289447457563	0.24279432335365536	25.08663837256663	0.1253689266923974	13.447243213021842	False
3p24.2	1001	811	106424	99616	0.9405773133879577	0.8141262447799551	751320	701175	0.5952190810839588	0.4730630726993974	0.12215600838456142	20.522864986468846	0.1264510686080026	13.443984540997068	False
11q13.3	847	622	85069	72155	0.9956623446849028	0.8620331231376896	559213	472002	1.1162115329936895	0.9269028521065589	0.1893086808871306	16.95992876721162	0.13362922154721313	13.42113842715451	False
10q21.1	2879	2324	418432	389944	0.6880448914040991	0.5959830129454485	2556261	2367387	0.8332091284888359	0.6246549465718956	0.2085541819169403	25.030232481392545	0.09206187845865055	13.3802139378986	False
15q26.1	2921	2363	297427	277630	0.9820897228563648	0.8511328026510103	1830579	1700879	0.8810327224337219	0.7103385955144369	0.17069412691928498	19.374323174713403	0.13095692020535443	13.334516914042439	False
1p12	1112	762	108381	85686	1.0260100940201695	0.8892934668440586	745323	578611	1.2077984981008234	1.0520021223239795	0.1557963757768439	12.8992026419823	0.13671662717611088	13.325076231991073	False
15q25.3	1817	1462	169123	156994	1.0743659939807122	0.9312457800935068	1165090	1082069	0.8334978413684779	0.6171510319582207	0.2163468094102572	25.956493067222386	0.14312021388720542	13.321364850438	False
4p16.2	846	614	87341	73102	0.968617258790259	0.8399223003474596	586656	491336	0.6785918834887907	0.5826969731507563	0.09589491033803443	14.131455543649817	0.12869495844279932	13.286461424766593	False
15q21.1	1842	1491	177341	165472	1.0386768993069848	0.9010587894024367	1169058	1082804	1.0044839520365971	0.7275554948079246	0.27692845722867254	27.569226632958987	0.13761810990454815	13.249366573606125	False
6q16.1	2146	1746	229739	215463	0.9341034826477003	0.8103479483716461	1614565	1500598	0.6986401910112011	0.5814348679659709	0.11720532304523024	16.776206773273238	0.12375553427605412	13.248589323879967	False
1p21.1	1801	1354	240245	208182	0.7496513975316864	0.6503924450721004	1513461	1310485	0.7167016527019857	0.5307958503912673	0.1859058023107184	25.93907822171865	0.09925895245958605	13.240681306859104	False
16q11.2	249	10	7540	349	3.302387267904509	2.865329512893983	80867	3510	2.4905091075469596	0.7122507122507122	1.7782583952962474	71.40140101907728	0.43705775501052635	13.234600292286625	False
15q26.3	2459	1959	224193	205751	1.0968228267608713	0.9521217393840128	1415007	1290667	0.7372401691299053	0.5317405651496475	0.2054996039802578	27.874173516995082	0.1447010873768585	13.192749443790175	True
18q11.2	2641	2256	216148	212673	1.2218479930418047	1.060783456292054	1547219	1526455	1.089826327106893	0.8534152660903859	0.23641106101650722	21.692544503315105	0.16106453674975074	13.182043729415039	False
21q22.12	1020	901	86661	88108	1.1770000346176481	1.022608616697689	532211	539236	1.1046370706355186	0.8385938624275828	0.2660432082079358	24.084218724877317	0.15439141791995903	13.117367321923101	False
5p15.32	1053	824	95512	85969	1.1024792696205714	0.9584850353034233	599135	542587	1.0004423043220643	0.9338594547971109	0.06658284952495341	6.655341266288451	0.14399423431714808	13.060947111205557	False
3q25.33	564	458	56612	52847	0.9962552109093479	0.866652790129998	403076	372655	0.8144865980609116	0.6169245012142598	0.19756209684665182	24.25602794656139	0.12960242077934991	13.008957881490346	False
3p25.3	1856	1482	153058	140473	1.2126122123639405	1.055007012023663	1002748	912284	0.8408892363784322	0.6556072451122676	0.18528199126616451	22.03405433801754	0.15760520034027747	12.99716419918221	False
6q16.3	1753	1410	215522	199163	0.8133740407011814	0.7079628244201985	1402734	1284085	0.7251553038566114	0.5382821230681769	0.1868731807884345	25.770090874959095	0.10541121628098282	12.959746808505413	False
11q24.3	1442	1065	126824	107613	1.1370087680565193	0.9896573834016336	827810	698609	0.8253101557120595	0.5810116960989623	0.24429845961309715	29.600806184472773	0.14735138465488573	12.959564498939823	False
15q12	986	835	119515	116274	0.8250010458938208	0.7181313105251389	729817	704430	0.733608562146401	0.5481027213491759	0.1855058407972251	25.286760592661274	0.10686973536868194	12.953890895119702	True
8q24.22	2319	1791	236563	209858	0.9802885489277697	0.8534342269534638	1489143	1321031	0.7922006147159809	0.6585008224636667	0.1336997922523142	16.877011929642105	0.1268543219743059	12.940508395518647	False
10q24.32	789	632	49561	45588	1.5919775630031676	1.3863297358954112	317044	284063	1.68493962983056	1.3803276033837564	0.3046120264468035	18.078512787869784	0.20564782710775642	12.91775913724653	False
11q12.2	673	477	60565	49277	1.1112028399240486	0.9679972400917263	456048	368722	0.9023172999333404	0.6639148192947533	0.23840248063858716	26.42113596361273	0.14320559983232228	12.887440050289156	False
8q12.3	1407	1074	133001	116538	1.0578867828061442	0.9215878082685477	945652	824346	0.9003312000609104	0.7739468621185764	0.12638433794233395	14.037538400733373	0.13629897453759654	12.884079539783144	False
10q26.12	610	497	73283	68528	0.8323895037048156	0.7252509922951202	476808	444459	0.7910941091592423	0.5852058345089198	0.20588827465032244	26.025762582044255	0.10713851140969533	12.87119923219131	False
5q21.1	1485	1036	200003	160076	0.74248886266706	0.6471925835228267	1362176	1080015	0.7033599182484496	0.5765660662120433	0.12679385203640625	18.026880512633724	0.09529627914423333	12.834708227396696	False
3q26.2	1174	939	117255	107545	1.0012366210396144	0.8731228787949231	867274	792915	0.811047027813586	0.5911100180977785	0.21993700971580743	27.117664225798578	0.1281137422446913	12.795550976917614	False
9q22.2	768	628	88037	82526	0.8723604847961651	0.7609722996389017	585710	545701	0.6282972802240017	0.5077872314692479	0.1205100487547538	19.18041865656164	0.11138818515726345	12.76859590714844	False
8p11.22	594	441	46007	39125	1.291107874888604	1.1271565495207667	296860	251437	1.1850704035572324	1.0428059513914023	0.14226445216583006	12.00472577315188	0.1639513253678373	12.698499370703853	False
5p12	1211	901	107363	91483	1.1279491072343357	0.9848824371741197	819342	680153	1.2979927795719004	1.1748827102137311	0.12311006935816926	9.484649783550648	0.143066670060216	12.683787694198989	False
3p21.1	794	645	76897	71531	1.0325500344616825	0.9017069522305015	533843	494684	0.9264896233536827	0.7247050642430319	0.20178455911065074	21.779473188295007	0.13084308223118102	12.671839413515274	False
14q24.3	2458	1913	227732	202940	1.0793388720074473	0.9426431457573667	1532390	1351488	1.218423508375805	0.9705598569872613	0.24786365138854372	20.34298006273314	0.13669572625008053	12.66476449568077	False
14q24.1	1004	804	83614	76664	1.2007558542827756	1.0487321298132108	619712	562973	0.7743919756273883	0.628271693313889	0.14612028231349927	18.869033630561216	0.1520237244695648	12.660669021711346	False
11p14.3	1666	1250	244851	210342	0.6804138026799972	0.5942702836333209	1508564	1285688	1.0447021140634405	0.9293856674403121	0.11531644662312834	11.038213196927217	0.08614351904667628	12.660460253359984	False
9p22.1	738	593	71629	65897	1.0303089530776641	0.8998892210571043	472670	428377	0.8208686821672626	0.6309862574321217	0.18988242473514094	23.131888066896668	0.1304197320205598	12.658312987670294	False
19q13.11	1694	1384	139241	130199	1.216595686615293	1.0629881949938171	912754	850075	1.1389706317364812	0.9573272946504721	0.1816433370860091	15.948026404251936	0.1536074916214758	12.62600988244741	False
19p13.2	3566	2803	286772	257966	1.2434965756768444	1.0865773008846127	1880828	1674271	1.5261895292924181	1.2724343908483153	0.2537551384441028	16.62671205467845	0.15691927479223167	12.61919637428992	False
11p12	2435	1832	302850	260614	0.8040283968961531	0.7029553285702227	2052508	1759790	0.7201920772050584	0.5235852005068786	0.19660687669817978	27.29922793113433	0.10107306832593044	12.570833159140882	False
10q21.3	2337	1897	265234	246168	0.881108756795886	0.7706119398134607	1795106	1652489	0.9130937114577078	0.7367673854409924	0.17632632601671538	19.310868512632663	0.1104968169824253	12.540655864577065	False
20q13.33	2221	1737	217979	194916	1.0189054908959119	0.891153112109832	1441905	1284350	0.7814661853589523	0.6531708646397011	0.1282953207192512	16.417258113391185	0.12775237878607992	12.53819710734395	False
2p22.2	768	634	99941	94287	0.7684533874986241	0.6724150731277907	660733	613935	0.7736861939694248	0.6152117080798456	0.15847448588957924	20.483044304632113	0.09603831437083343	12.497610906947221	False
15q22.31	1401	1159	122951	116235	1.1394783287651178	0.9971179076870134	930844	870900	1.1458418381597775	0.9043518199563669	0.24149001820341054	21.075336068304473	0.14236042107810443	12.493473327604576	False
19q13.32	1809	1429	119797	108138	1.510054508877518	1.3214596164160608	818063	733075	1.515164479997262	1.1844627084541144	0.3307017715431475	21.82613016005662	0.1885948924614571	12.489277132230614	False
10q22.1	1974	1639	193037	183146	1.0226018846127944	0.8949144398458061	1299236	1223312	0.9484804916119934	0.6688400015695097	0.2796404900424837	29.482998597811928	0.12768744476698835	12.486525468837451	False
18q23	2256	1859	248487	233910	0.9078945779859712	0.7947501175665854	1625469	1520772	0.6892779868456428	0.4725889219422767	0.2166890649033661	31.4371079649598	0.11314446041938575	12.462290574570877	False
5q21.2	628	482	69477	60900	0.9038962534363891	0.7914614121510674	476201	412597	0.6805949588514094	0.5286029709377431	0.1519919879136663	22.332223584225797	0.11243484128532177	12.438909980860346	False
