interval	n_switch_errors_grch38	n_switch_errors_chm13	n_checked_grch38	n_checked_chm13	switch_error_rate_grch38	switch_error_rate_chm13	n_gt_checked_grch38	n_gt_checked_chm13	genotype_error_rate_grch38	genotype_error_rate_chm13	abs_diff_GER	rel_drop_GER	abs_diff_SER	rel_drop_SER	decipher
5q15	2015	1470	194580	162033	1.0355637783944907	0.9072226028031326	1404215	1175899	0.684652991173004	0.5663751733779857	0.11827781779501834	17.27558621957892	0.12834117559135805	12.393362752638437	False
3p26.1	2115	1700	223854	205350	0.9448122436945509	0.8278548819089359	1433852	1308994	0.7477759210853003	0.6087117282432158	0.1390641928420845	18.597040760586502	0.116957361785615	12.378899888963147	False
9q31.3	1513	1233	164328	152765	0.9207195365366827	0.8071220502078356	1065533	980957	0.9389666955411049	0.6606813550441049	0.27828534049700004	29.637402670243873	0.11359748632884714	12.337903326798937	False
1p36.13	2297	1604	190090	151408	1.2083749802725026	1.05938920004227	1212046	953910	1.50662598614244	1.0030296359195312	0.5035963502229088	33.42543901770307	0.14898578023023257	12.329432722666478	False
6q24.3	1356	1119	123437	116120	1.0985360953360823	0.9636582845332414	887997	823385	0.9851384633056192	0.7313711082907752	0.25376735501484393	25.759562180054463	0.1348778108028409	12.277958946954481	False
10q23.33	1027	822	118310	107797	0.8680584904065589	0.7625444121821572	815099	732991	1.0090798786405086	0.767267265218809	0.24181261342169968	23.963674089655196	0.10551407822440173	12.155180715412827	False
14q32.32	471	359	34659	30071	1.358954384142647	1.1938412423930032	229404	194571	1.3439172813028544	0.8803984149744823	0.463518866328372	34.49013363969959	0.16511314174964387	12.150013545437165	False
13q31.1	2796	2185	375126	333684	0.7453495625469841	0.6548111386821065	2395970	2118215	0.8133657767000422	0.6090977544772367	0.2042680222228055	25.11391898630826	0.09053842386487765	12.147109009562262	False
5q33.2	1126	837	117761	99534	0.9561739455337506	0.8409186810537104	799812	671476	0.8111906297980025	0.6094037612662254	0.20178686853177707	24.87539440415193	0.1152552644800402	12.053796803227367	False
6q16.2	439	347	42971	38616	1.021619231574783	0.8985912575098405	292290	262179	0.8679735878750556	0.6693899969105077	0.19858359096454792	22.8789900682017	0.12302797406494248	12.042448914680282	False
3p21.2	572	439	35171	30668	1.6263398822893862	1.431459501760793	270219	233526	1.2356644055377306	1.0071683666915032	0.22849603884622738	18.49175535219788	0.19488038052859324	11.982758502746771	False
6p22.3	4433	3611	465503	430796	0.9523032074981256	0.8382157680201301	3023274	2774419	0.9531719586117567	0.7485170769087149	0.2046548817030418	21.470929757638956	0.11408743947799549	11.980159111059175	False
18q12.2	1662	1381	149849	141451	1.1091165106206915	0.976309817533987	1100899	1032467	0.8365890058942737	0.6132883666015476	0.22330063929272603	26.691797013759267	0.13280669308670445	11.974097564590602	False
11p15.5	1524	1090	122442	99439	1.244670946243936	1.0961493981234727	789504	642306	1.0753587062256809	0.7459061568784972	0.3294525493471837	30.636525974063478	0.14852154812046336	11.932595403520851	False
Xp22.2	1784	1442	131227	120426	1.359476327280209	1.1974158404331292	1448187	1308138	1.0128526219334935	0.8027440529974667	0.2101085689360268	20.744239032026034	0.16206048684707985	11.920802414507703	False
21q22.13	824	694	94983	90805	0.8675236621290127	0.7642750949837563	552159	526903	1.043721102073859	0.8269074193921842	0.2168136826816749	20.773143539099593	0.10324856714525632	11.90152749169645	False
7p22.3	1805	1250	145445	114285	1.2410189418680602	1.0937568359802248	1063912	839671	1.1218972997766732	0.8366372067154874	0.2852600930611858	25.426578093910212	0.1472621058878354	11.866225479698734	False
18q22.1	2201	1851	241821	230697	0.9101773625946465	0.8023511359055385	1576760	1503650	0.8137573251477714	0.6747580886509494	0.138999236496822	17.081165625339334	0.10782622668910802	11.846726926027618	False
6q25.2	1305	1083	153028	144036	0.8527851112214758	0.75189535949346	939480	872254	0.9036914037552688	0.7159611764463104	0.1877302273089584	20.77370953500828	0.10088975172801584	11.830618335199084	False
3p22.1	1631	1301	169999	153716	0.9594174083376961	0.8463660256577065	1136170	1018379	2.3258843306899495	2.0606277230775576	0.2652566076123919	11.404548545787152	0.1130513826799896	11.7833366058955	False
15q14	2394	1981	276551	259318	0.8656631145792277	0.7639269159873205	1790675	1671984	0.8008711798623425	0.6038335295074594	0.19703765035488308	24.60291433995051	0.10173619859190719	11.752400775601723	False
12p13.33	1841	1317	151462	122710	1.2154863926265334	1.0732621628229158	968375	787835	1.164321672905641	0.885083805619197	0.27923786728644395	23.98287979898095	0.1422242298036176	11.701013739552158	True
6q22.32	222	182	19107	17738	1.1618778458156696	1.0260457774269929	177600	162039	0.5703828828828829	0.3986694561185887	0.17171342676429413	30.104940368547517	0.13583206838867667	11.690735723884893	False
4p15.32	1178	877	119489	100668	0.9858648076391968	0.8711805141653752	759139	642314	0.7977458673576249	0.6431433846996952	0.15460248265792964	19.379916460115265	0.11468429347382159	11.63286209074148	False
20q12	1508	1187	148474	132171	1.0156660425394344	0.8980790037148846	995482	887158	0.7346190086812218	0.6069944699816718	0.12762453869954993	17.37288814900935	0.1175870388245498	11.577332892862202	False
3p14.2	2152	1763	237438	219905	0.9063418660871468	0.8017098292444464	1574863	1452823	0.7556847801999285	0.536885773421814	0.21879900677811448	28.953740039627064	0.1046320368427004	11.544433812201248	False
16q22.2	848	621	63326	52369	1.33910242238575	1.1858160362046248	392002	317116	1.281115912673915	1.3045699365531855	-0.023454023879270647	-1.8307495556992848	0.1532863861811251	11.446950107672082	False
15q21.2	1215	1004	132417	123485	0.9175559029429755	0.81305421711139	908989	841292	0.8855992756788037	0.710573736586108	0.1750255390926957	19.763514255196313	0.10450168583158548	11.389135582519383	False
Xq26.3	914	736	51289	46590	1.78205853106904	1.579738141232024	638469	571896	2.114746369831581	1.8837341055016994	0.23101226432988176	10.923875677265238	0.20232038983701606	11.353184326423104	False
9q22.1	633	509	69565	63100	0.9099403435635737	0.8066561014263075	445411	399961	1.5273533882189707	1.412887756556264	0.11446563166270662	7.494377695798593	0.10328424213726617	11.350660828244742	False
2p13.1	606	491	46987	42943	1.289718432757997	1.1433761032065761	348206	310837	1.3362779504086661	0.9944118621657011	0.34186608824296505	25.583456506067026	0.1463423295514208	11.346843298073617	False
9p24.1	2242	1851	244261	227469	0.9178706383745256	0.8137372565052821	1560163	1434107	0.68435157095765	0.5441016604758222	0.14024991048182778	20.49383919519152	0.10413338186924359	11.345104366085334	False
3p14.1	2362	1947	272516	253336	0.8667380997812971	0.7685445416364038	1798349	1670406	0.7345070395123527	0.5259200457852762	0.20858699372707656	28.398229357414973	0.09819355814489328	11.329092164019361	False
10p11.22	1238	1014	134313	124048	0.9217276064118887	0.8174255127047595	928132	843431	0.9348885718841716	0.7052147715699328	0.22967380031423879	24.566970569696334	0.10430209370712917	11.315934662427818	False
6p25.2	988	822	106580	99876	0.9270031900919496	0.8230205454763908	639782	593300	0.7261848567168191	0.637282993426597	0.0889018632902221	12.24231853197264	0.10398264461555884	11.217075165107548	False
6p24.1	864	722	85437	80386	1.0112714631833983	0.8981663473739209	527511	495268	0.8352432461124033	0.6206740592971886	0.21456918681521475	25.689424944639295	0.11310511580947746	11.184446503951762	False
1q24.3	717	527	82986	68673	0.8640011568216326	0.7674049480873123	543160	451508	0.7290669416010015	0.6002108489772052	0.12885609262379627	17.674109916550805	0.09659620873432029	11.180101782463458	False
10p14	2754	2287	265456	248179	1.0374600687119522	0.9215122955608654	1711938	1586650	0.965280284683207	0.7859956512148236	0.17928463346838341	18.57332386387881	0.11594777315108673	11.176119124762119	False
19q12	1728	1686	172722	189727	1.0004515927328308	0.8886452639845672	1163118	1313243	0.8125572813764381	0.6578371253454235	0.15472015603101463	19.041138339062712	0.11180632874826357	11.17558606137592	False
14q12	3475	2731	340216	300923	1.0214099278105675	0.9075411317845429	2339793	2058681	0.787163650801588	0.578817213545955	0.20834643725563307	26.46799519305405	0.11386879602602462	11.148197498932365	False
9q31.1	2079	1706	266038	245661	0.7814673091813952	0.6944529249657048	1698392	1554873	0.7591886914210618	0.5904019170697543	0.1687867743513075	22.23251956445369	0.08701438421569041	11.134743986519402	False
8q12.1	2552	1938	249344	212905	1.0234856262833676	0.9102651417298796	1685194	1436975	0.9284390995932812	0.7877659667008821	0.14067313289239913	15.151573533904749	0.11322048455348799	11.062244710229196	False
6q22.31	2513	2070	319371	295740	0.7868591700561416	0.699939135727328	2035694	1874767	0.7102737444822257	0.5666304132726894	0.14364333120953632	20.223657755257342	0.08692003432881357	11.046453753930564	False
14q32.2	2337	1959	216109	203592	1.081398738599503	0.962218554756572	1468218	1373780	0.7624208394121309	0.6169110046732373	0.14550983473889356	19.08523839026879	0.11918018384293094	11.020928690676923	False
12p12.3	2055	1588	209658	182052	0.9801677016856023	0.8722782501702809	1338185	1153975	1.1173342998165425	0.7605884009618926	0.3567458988546499	31.928304618700487	0.10788945151532137	11.00724410014562	False
4p15.31	1267	987	150875	132062	0.83976801988401	0.7473762323757023	1026004	891739	0.7516539896530618	0.5820088613372298	0.169645128315832	22.569577312312873	0.09239178750830768	11.002060726374053	False
14q32.31	940	748	66506	59454	1.4134063092051845	1.258115517879369	503472	435721	0.9734404296564655	0.7777912930522054	0.1956491366042601	20.098727219836775	0.15529079132581547	10.986988689270937	False
6q12	2223	1823	313320	288535	0.7094982765224053	0.6318124317673766	1965653	1804710	0.7302916638898117	0.5261233106704124	0.2041683532193993	27.95709759740661	0.07768584475502871	10.949405703394334	False
Xq26.2	728	575	28400	25170	2.563380281690141	2.284465633690902	442299	387621	0.9977413469169046	0.8634723092918082	0.13426903762509645	13.457299132685819	0.27891464799923904	10.880736268102186	False
5q23.1	2321	1775	291084	249777	0.7973643346937653	0.7106338854257997	2013641	1721282	0.6054703892103905	0.5029971846565525	0.10247320455383802	16.924560867043546	0.08673044926796558	10.877141790054502	False
3q24	2028	1685	258541	241022	0.7844017003105891	0.699106305648447	1681061	1561556	0.6661269281721484	0.5452894420693206	0.12083748610282774	18.140309450393445	0.08529539466214209	10.87394311210299	False
3q22.3	1135	905	96856	86625	1.1718427356074999	1.0447330447330447	689077	608985	0.9924870515196416	0.6821186071906533	0.31036844432898825	31.271787763252846	0.12710969087445512	10.846992263732357	False
9q33.1	1827	1668	183574	187970	0.9952389771972066	0.8873756450497421	1155965	1180580	0.8591090560700367	0.6744989750800454	0.18461008098999132	21.488550223703086	0.10786333214746446	10.837932860229138	False
4q22.1	2064	1533	226253	188403	0.9122530971965013	0.8136813108071527	1575870	1300073	0.8853522181398211	0.6510403646564462	0.2343118534833749	26.46538278016385	0.0985717863893486	10.805311233502568	False
2p24.3	1762	1464	210312	195902	0.8378028833352353	0.7473124317260671	1322941	1225692	0.8630770382050296	0.6470630468339518	0.2160139913710778	25.028355732916886	0.09049045160916824	10.800923869936085	False
10q26.2	1316	1116	161067	153091	0.8170512892150471	0.7289781894428804	954334	902184	0.6715678158799749	0.5233965576866804	0.14817125819329457	22.063484087476926	0.08807309977216671	10.779384468847697	False
2p12	2968	2442	382794	352905	0.7753517557746464	0.6919709270200195	2552246	2340959	0.696210318284366	0.529441139293768	0.16676917899059795	23.95385052631198	0.08338082875462693	10.753935634197664	False
2p13.2	890	735	67039	62011	1.327585435343606	1.1852735804937833	474577	437257	0.8441201322440827	0.6559071667234602	0.1882129655206225	22.29694072338504	0.14231185484982278	10.719600491322778	False
6p12.1	1526	1268	184921	172095	0.8252172549358915	0.7368023475406026	1181140	1089634	0.8343634116192831	0.6415915802920981	0.192771831327185	23.104060969435945	0.0884149073952889	10.714137018639725	False
6p21.31	1430	1172	130304	119591	1.0974336935166993	0.9800068567032636	854417	777457	1.482882480100466	1.1248210511964005	0.35806142890406556	24.146311910017758	0.11742683681343569	10.7001304504461	False
10q25.1	2326	1944	240932	225305	0.9654176282104495	0.8628303854774638	1642835	1526713	0.8303329305742816	0.6840840419908654	0.14624888858341623	17.61328296136182	0.1025872427329857	10.62620359679437	False
1p34.1	1191	791	91480	67960	1.3019239177962396	1.1639199529134785	570102	424940	1.5244640432764662	1.263237162893585	0.2612268803828812	17.135653775174475	0.13800396488276112	10.600002273278742	False
Xp22.33	3158	2354	204353	170371	1.5453651279893126	1.3816905459262432	1547559	1184898	3.818400461630219	3.3268686418577804	0.49153181977243854	12.87271528252919	0.1636745820630694	10.591321047604318	True
17q21.2	1255	946	92442	77928	1.3576080136734385	1.2139410738117238	636718	535553	1.369523085573205	1.1597358244655525	0.20978726110765256	15.318271252057603	0.14366693986171475	10.582357971869827	False
1p13.3	1728	1310	158202	134059	1.0922744339515302	0.9771816886594709	1056375	886653	0.9792923914329664	0.8103508362346937	0.1689415551982727	17.251390562839564	0.11509274529205937	10.536980608040725	False
13q32.1	1320	1003	118947	100946	1.1097379505157758	0.9936005389019872	822155	699270	0.9889862617146403	0.7583622921046234	0.23062396961001697	23.319228844511553	0.11613741161378865	10.46530052971615	False
2q22.2	604	520	76730	73765	0.7871758112863287	0.7049413678573849	501556	476677	0.8282225713579341	0.613413275656262	0.21480929570167206	25.936179854344687	0.08223444342894382	10.446769609772943	False
3p24.3	2886	2381	320628	295324	0.9001085369961451	0.8062331540951633	2127790	1931912	0.7688728680931859	0.6065493666378179	0.162323501455368	21.11187794387026	0.09387538290098185	10.42934035647124	False
3p23	490	427	52486	51055	0.933582288610296	0.8363529526980708	335201	322880	0.9409279805251178	0.5943384539147671	0.3465895266103507	36.834862368204234	0.09722933591222527	10.41465086671236	False
15q24.1	939	792	71352	67148	1.3160107635385132	1.1794841246202419	532580	491214	1.1556949190731909	0.9456163708689085	0.2100785482042824	18.17768208003846	0.13652663891827133	10.37427980840947	True
6p21.1	2477	2050	223131	205991	1.1101102043194355	0.9951891102038439	1540402	1407411	0.9522189662179094	0.7414323179227674	0.21078664829514193	22.13636314474593	0.1149210941155916	10.352223920511127	False
13q13.1	701	547	74158	64544	0.9452789988942528	0.847483886960833	492700	428664	0.7950071037142277	0.5941716589216729	0.20083544479255477	25.262094370511036	0.09779511193341983	10.345634680112049	False
6q24.2	1013	864	105868	100712	0.9568519288170174	0.8578918103105886	780241	738414	0.9279184252045202	0.8265011226764389	0.10141730252808123	10.929549384228265	0.09896011850642883	10.342260440314522	False
6p24.2	449	379	47281	44468	0.9496415050443096	0.8522982819105873	304150	284019	0.7387802071346374	0.4668701741784881	0.27191003295614935	36.80526770076228	0.09734322313372223	10.250523236047925	False
3q12.3	662	547	70021	64464	0.9454306565173305	0.848535616778357	457216	421458	0.8407404815229563	0.6733767065757442	0.1673637749472121	19.90671064679098	0.09689503973897351	10.248772775774418	False
5q31.2	1218	857	83119	65157	1.4653689288850924	1.315284620224995	654439	506067	1.3228123629551418	0.9836642183742469	0.33914814458089493	25.63841660983901	0.15008430866009737	10.242083457732864	False
15q22.2	1850	1588	191855	183465	0.9642698913241771	0.8655601885918294	1275887	1216115	0.783925222217955	0.6224740258939326	0.16145119632402238	20.595229206585476	0.09870970273234769	10.236729739305172	False
14q23.2	1139	908	115614	102675	0.9851748058193645	0.8843438032627222	769887	677890	0.8403830692036623	0.6186844473292127	0.22169862187444966	26.380662580997594	0.10083100255664224	10.23483365196105	False
14q31.3	2029	1681	209631	193442	0.9678911992978138	0.8689943238800261	1374343	1261819	0.8144255109532336	0.6875788048840602	0.12684670606917336	15.574991741197708	0.09889687541778769	10.217767812077994	False
19p13.3	4881	3914	350455	312921	1.3927608394801043	1.2507949290715548	2381279	2103823	1.4366649183065068	1.1597933856602956	0.2768715326462112	19.271823869171822	0.14196591040854956	10.193129099001897	False
4q24	2326	1736	250255	207610	0.9294519590018181	0.8361832281682	1668271	1377287	0.7031831159326033	0.5921060752043692	0.1110770407282341	15.79631794499462	0.09326873083361809	10.034809215291096	False
19q13.31	950	696	88660	72190	1.071509136025265	0.9641224546336058	566493	455796	1.8817531725899526	1.5936954251463373	0.28805774744361523	15.307945358590613	0.1073866813916593	10.022003339141595	False
17q21.31	1830	1361	121129	100067	1.5107860215142535	1.3600887405438356	898677	721132	3.102226940268862	2.8112744962087386	0.2909524440601232	9.378825265275637	0.1506972809704179	9.974760080145217	True
1p32.2	1027	818	123859	109503	0.8291686514504397	0.7470114974018977	806736	710504	0.732085837250352	0.523571999594654	0.2085138376556981	28.482157015747923	0.08215715404854207	9.908376770495009	False
8q24.3	3252	2501	275503	235131	1.1803864204745502	1.0636623839476718	1837308	1562329	1.085283469075408	0.851293165524035	0.23399030355137307	21.56029371300733	0.11672403652687846	9.888629223636103	False
20p12.1	2399	1898	258979	227200	0.9263299340873199	0.8353873239436619	1649908	1447979	0.8053176298314816	0.6848165615661552	0.12050106826532636	14.96317276582434	0.09094261014365801	9.817518229426591	False
13q21.33	1859	1516	219003	198020	0.8488468194499619	0.7655792344207656	1376467	1244991	0.7489463968260772	0.6366311081766856	0.11231528864939166	14.996438880721907	0.08326758502919629	9.80949484892365	False
16q13	529	457	54079	51787	0.9781985613639306	0.8824608492478807	359830	338814	0.9246032848845289	0.7222251736941213	0.2023781111904076	21.88810211891925	0.09573771211604987	9.787145053920343	False
8q21.11	1210	930	110109	93796	1.0989110790216967	0.9915134973772869	691821	584545	1.1533330153320005	0.9535621722878479	0.1997708430441526	17.321176138068516	0.10739758164440982	9.773091171309357	False
6p24.3	1627	1372	181007	169165	0.8988602650726214	0.8110424733248603	1117138	1036091	0.8952340713501823	0.703123567331441	0.1921105040187413	21.45924849899896	0.08781779174776105	9.76990475162076	False
4q13.1	2570	1963	347430	294084	0.7397173531358835	0.6674963615837651	2237619	1894957	0.7527197436203393	0.5607515104564378	0.19196823316390155	25.503281239920216	0.07222099155211836	9.763322605039882	False
2p22.3	1692	1417	222251	206252	0.761301411467215	0.6870236409828754	1468820	1344355	0.8160972753638975	0.6877647645153252	0.12833251084857233	15.725148793242683	0.07427777048433959	9.75668366898047	False
11q23.3	2924	2258	273170	233674	1.0703957242742614	0.9663034826296465	1820141	1551087	0.9035563728304565	0.7047315850110277	0.1988247878194288	22.004690996378628	0.10409224164461495	9.72465035911746	False
2p16.2	834	713	101054	95644	0.8253013240445701	0.745472794947932	682324	639123	0.8753905769106759	0.7903017103124126	0.08508886659826331	9.720103099412924	0.07982852909663818	9.672652493203449	False
9q31.2	1345	1124	127961	118361	1.0511015074905636	0.9496371270942285	910576	837229	0.7706111296585897	0.6298157373908453	0.1407953922677444	18.270614950775776	0.1014643803963351	9.653147643044935	False
11q14.3	1709	1199	191264	148455	0.8935293625564664	0.8076521504833114	1179562	907351	1.7309814999126796	1.3367484027680576	0.39423309714462196	22.775119038794422	0.08587721207315502	9.611011755389075	False
17q11.2	2541	2132	196420	182290	1.293656450463293	1.1695649788798068	1414550	1288592	1.2311335760489202	1.076679041931038	0.15445453411788224	12.54571698170831	0.12409147158348621	9.59230493838188	True
14q31.1	1477	1236	165557	153233	0.8921398672360578	0.8066147631384885	1138945	1041103	0.7595625776486135	0.5810184006769743	0.17854417697163916	23.5061839834659	0.0855251040975693	9.58651297161901	False
Xq12	739	591	34634	30634	2.1337414101749728	1.929228961284847	507039	438282	1.101295955537937	0.906493992452348	0.19480196308558895	17.688429899884305	0.20451244889012576	9.584687624980537	False
14q24.2	1548	1258	136831	122928	1.1313225804094103	1.023363269556163	967279	858707	0.8298536409867268	0.6562191760402559	0.17363446494647083	20.92350462426278	0.10795931085324728	9.5427522373131	False
2q11.2	2273	1963	180905	172694	1.256460573229043	1.136692647109917	1295049	1222347	1.333617492465536	0.9898171304874966	0.3438003619780393	25.779533031051926	0.11976792611912601	9.532167476718211	False
4q21.21	1096	851	131984	113261	0.8304036852951873	0.7513618986235333	885696	762565	0.7308376689067129	0.6063745385639258	0.12446313034278711	17.030201868080518	0.07904178667165396	9.51847734678064	False
16q21	3820	3260	381884	360084	1.0003037571618605	0.9053443085502272	2515101	2361844	0.9285909392903108	0.7637252926103502	0.16486564667996062	17.75438890303642	0.0949594486116333	9.49306127581282	False
19p12	1694	1348	233457	205182	0.7256154238253726	0.6569777075961829	1530668	1361065	1.0206654872251852	0.7990801321024344	0.2215853551227508	21.70989005664922	0.06863771622918968	9.459241627932668	False
2q14.2	1462	1261	134532	128103	1.0867302946510866	0.9843641444774908	944421	895019	0.7550658022216786	0.4834534238937945	0.27161237832788415	35.97201429712504	0.10236615017359585	9.419646316794939	False
17q23.1	291	197	16521	12345	1.7613945887052844	1.5957877683272579	122837	89380	3.2132012341558323	3.085701499216827	0.12749973493900546	3.9679971980498108	0.16560682037802654	9.402028451771049	False
15q25.1	1498	1262	161168	149855	0.9294649061848506	0.8421474091621901	1021535	950833	0.7681577234260206	0.7318845685835472	0.0362731548424734	4.72209726417816	0.08731749702266045	9.394383417989417	False
20q11.23	1326	978	97436	79308	1.3608933043228375	1.2331668936298987	774901	625243	1.023872726967703	0.8359949651575468	0.18787776181015625	18.34971836456414	0.12772641069293877	9.385483071098932	False
13q21.32	906	734	101401	90591	0.8934823127977042	0.8102350123080659	716725	643956	0.774355575708954	0.7014454403717024	0.07291013533725155	9.415588603530022	0.08324730048963824	9.317173859768001	False
9p22.3	1143	952	119767	109988	0.9543530354772182	0.8655489689784339	802831	736062	0.6898089386184639	0.499550309620657	0.19025862899780693	27.581351639028227	0.08880406649878425	9.30515890845135	False
21q22.2	1358	1190	154959	149693	0.8763608438361116	0.7949603521874771	934824	898027	1.0902587011030953	0.8092184310716715	0.28104027003142384	25.777392993706417	0.0814004916486345	9.28846744137022	False
4q22.2	611	463	51003	42590	1.1979687469364546	1.087109650152618	354241	292049	0.8477279592142072	0.6307160784662847	0.21701188074792244	25.599235980028233	0.11085909678383654	9.25392228030445	False
3q13.13	1118	935	142667	131365	0.7836430288714278	0.7117573173980893	904925	827588	0.8248197364422467	0.5963112079923827	0.22850852844986402	27.70405682040369	0.07188571147333844	9.173272628592821	False
5p14.3	1843	1328	215978	171231	0.8533276537425107	0.7755605001430816	1411497	1114000	0.7968844425457511	0.6514362657091561	0.14544817683659494	18.252103952731446	0.0777671535994291	9.113398969125065	False
6q24.1	1510	1269	137251	126908	1.1001741335217958	0.9999369622088442	963637	883687	1.029744602998847	0.8332135699631205	0.1965310330357266	19.085415205225086	0.10023717131295162	9.11102781448604	False
19q13.41	1249	1010	138482	123176	0.9019222714865469	0.8199649282327727	834169	739207	0.9788184408674981	0.7857068453085536	0.19311159555894453	19.729051629615334	0.08195734325377424	9.086963017189087	False
15q15.1	1179	1017	102005	96783	1.1558256948188814	1.050804376801711	689824	646381	1.114197244514543	0.8832252185630456	0.23097202595149735	20.729904609675476	0.1050213180171704	9.086259155505905	False
16p13.2	1564	1339	176068	165700	0.8882931594611173	0.808086904043452	1113691	1040333	0.8547254130634081	0.6465237572969424	0.20820165576646565	24.358893813658046	0.08020625541766535	9.029255101584077	False
16q24.1	2078	1797	195389	185698	1.0635194407054644	0.9677002444829778	1298641	1229286	0.7874385607723766	0.647855747157293	0.13958281361508362	17.726184691561297	0.09581919622248669	9.009632786677313	False
1p32.3	2289	1657	186928	148617	1.224535650089874	1.1149464731491012	1392634	1104209	1.0679044170973853	0.8837095151370801	0.1841949019603052	17.248257335703855	0.10958917694077286	8.949447648398767	False
1p31.1	5205	4040	583900	497671	0.8914197636581606	0.8117812771891472	3861367	3292062	0.8278156414554741	0.6769313579148873	0.1508842835405868	18.226797850219455	0.07963848646901339	8.933892843277025	False
12q24.32	1684	1372	181399	162252	0.928340288535218	0.8455982052609522	1135218	1014776	0.8691722647103904	0.7579997950286566	0.11117246968173389	12.790614035386493	0.0827420832742658	8.912904491608398	False
5p15.1	1310	973	133016	108439	0.984843928549949	0.8972786543586717	921723	753913	0.8940864012290026	0.7007439850486727	0.19334241618032988	21.624578554663533	0.08756527419127724	8.891284360173234	False
14q23.3	1091	890	120640	107913	0.90434350132626	0.8247384467117029	734040	645993	0.8980437033404174	0.784064223606138	0.11397947973427935	12.691974712401455	0.07960505461455702	8.802524095967145	False
20p12.2	1164	961	123812	112042	0.940135043452977	0.8577140715088984	764274	690461	0.7405720984882385	0.5386256428675913	0.20194645562064717	27.268979756716337	0.0824209719440786	8.76692901919266	False
14q22.1	1293	1054	139996	125084	0.9235978170804879	0.8426337501199194	899469	800648	0.888413052589917	0.7064277934872752	0.18198525910264174	20.484307223100238	0.08096406696056857	8.766160493589915	False
6p25.1	1387	1175	154640	143567	0.8969218830832901	0.8184332054023558	964896	888993	0.7245340430471263	0.5516353897049808	0.1728986533421455	23.863427122761095	0.07848867768093437	8.750893378932723	False
12q24.23	1297	945	106939	85386	1.212840965410187	1.1067388096409247	734412	584511	1.2397673240633325	0.9563549702229727	0.2834123538403598	22.86012450396554	0.1061021557692623	8.748233181040199	False
12p11.22	1091	847	141380	120247	0.7716791625406705	0.7043834773424701	853347	726723	0.6492083525224792	0.5978894296726539	0.05131892284982531	7.904846364102869	0.0672956851982004	8.72068191871821	False
13q13.2	597	478	64094	56173	0.9314444409773146	0.8509426236804158	417237	369540	0.6873791154667491	0.5956053471883963	0.09177376827835282	13.351259328854637	0.08050181729689876	8.64268589250825	False
21q22.11	1825	1606	180788	174122	1.0094696550656017	0.9223418063197067	1157494	1115406	1.0454481837486846	0.8607628074441055	0.18468537630457915	17.66566523099682	0.08712784874589496	8.631051791272803	False
Xp11.4	1228	1063	73065	69162	1.6806952713337437	1.5369711691391226	831909	775398	1.114665185735459	0.8849648825506385	0.2297003031848205	20.60711199419615	0.14372410219462117	8.551467041408788	False
13q14.2	1425	1088	143889	120123	0.9903467256009841	0.9057382849246189	954891	802099	0.9368608563699942	0.7689823824739839	0.1678784738960103	17.919253724238228	0.08460844067636519	8.543315031916855	False
12q14.1	1616	1258	209039	177928	0.7730614861341664	0.7070275617103547	1351694	1149889	0.7937447380842113	0.6090153049555218	0.1847294331286895	23.273153731331053	0.06603392442381162	8.541872232443781	False
6p12.2	554	457	51069	46034	1.0848068299751317	0.9927444932006778	347472	304990	0.8659690564995165	0.719367848126168	0.14660120837334845	16.929150905916956	0.09206233677445386	8.48651891107326	False
8q23.3	2038	1647	202970	179179	1.0040892742769867	0.9191925393042711	1414103	1243204	1.0394575218353967	0.9136070990762577	0.12585042275913905	12.107317530101835	0.08489673497271555	8.455098281360197	False
16q24.2	1082	852	106575	91658	1.0152474783016654	0.9295424294660586	672412	576456	0.7844892714585701	0.7341410272423221	0.05034824421624795	6.417964661599185	0.08570504883560681	8.44178889062366	False
5q12.3	1352	1047	136344	115320	0.9916094584286803	0.9079084287200831	881275	740385	0.8413945703667981	0.6503373245000912	0.19105724586670692	22.70721164547298	0.08370102970859716	8.440926919074688	False
17q21.32	1099	846	92449	77696	1.188763534489286	1.0888591433278418	602742	502528	1.3493335456961686	1.1682931100356597	0.18104043566050887	13.417026222905005	0.09990439116144412	8.404059197892943	False
4q25	2453	1836	258325	211076	0.9495790186780219	0.8698288768026683	1704986	1398964	0.8762535293544932	0.6973017175567062	0.17895181179778696	20.42237843305633	0.07975014187535356	8.398473461047985	False
11p15.1	1876	1468	236068	201559	0.7946862768354881	0.7283227243635859	1520099	1293138	1.228933115540501	1.0389455727076307	0.18998754283287034	15.459551087880918	0.06636355247190218	8.350912102844887	False
5p13.2	2014	1454	197631	155669	1.0190708947482936	0.9340331087114326	1267081	1002749	0.8477753198098622	0.7090508192977505	0.13872450051211171	16.363356808172313	0.08503778603686096	8.344638874007382	False
10p15.1	1565	1302	149008	135166	1.0502791796413615	0.9632599914179603	985137	896159	0.9389556985475117	0.5917476697773497	0.347208028770162	36.97810549605958	0.08701918822340127	8.285338785170971	False
5q14.2	501	383	52313	43598	0.9576969395752489	0.8784806642506536	352773	293958	0.8036329310916652	0.6089305274903217	0.1947024036013435	24.22777813956146	0.0792162753245953	8.271538944222668	False
